description_text,link
"371 road accident deaths in Mumbai in 2022, Congress attacks Maharashtra government",https://www.indiatoday.in/india/story/congress-attacks-maharashtra-government-mumbai-road-accident-fatalities-2022-2475727-2023-12-13&ved=2ahUKEwj9i-irqdaGAxUoTGwGHXYRArk4qgEQxfQBegQIBRAC&usg=AOvVaw2np-rvOjgU2BwffAJ2CLoI
"In Punjab, road accidents caused more deaths in 2021, 2022: NCRB data",https://www.business-standard.com/india-news/in-punjab-road-accidents-caused-more-deaths-in-2021-2022-ncrb-data-123121000232_1.html&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIBBAC&usg=AOvVaw2Xz9gMw8Tkl0XxhFr7adQ_
"Noida, Ghaziabad see spike in road accidents this year — higher than state average: Data",https://indianexpress.com/article/cities/delhi/noida-ghaziabad-see-spike-in-road-accidents-this-year-higher-than-state-average-data-9061742/&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQICRAC&usg=AOvVaw05ZHlb03bpi3N2zFdkc-c-
"13% decline in road accidents in Himachal Pradesh in 2023, say Police",https://www.business-standard.com/india-news/13-decline-in-road-accidents-in-himachal-pradesh-in-2023-say-police-123120801446_1.html&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIABAC&usg=AOvVaw0j___OASMs0dieR7AvNwvz
US tourist killed in accident in Rajasthan's Dausa,https://www.deccanherald.com/india/rajasthan/us-tourist-killed-in-accident-in-rajasthans-dausa-2804399&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIARAC&usg=AOvVaw0XzCA05osnl0SJPItsXTxT
"India Saw Over 1.6 Lakh Road Accident Deaths, Minister Reveals Causes",https://www.ndtv.com/india-news/india-saw-over-1-6-lakh-road-accident-deaths-minister-reveals-causes-4645157&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIBRAC&usg=AOvVaw26JRQN36LEtQPJaNWeOoi-
Meghalaya road accident deaths lowest in country,https://timesofindia.indiatimes.com/city/guwahati/meghalaya-road-accident-deaths-lowest-in-country/articleshow/105826627.cms&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIBhAC&usg=AOvVaw3x3FZrRyDwcQPCIST6ftQW
J'khand among top 5 states in road accident deaths,https://timesofindia.indiatimes.com/city/ranchi/jkhand-among-top-5-states-in-road-accident-deaths/articleshow/105807952.cms&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIAxAC&usg=AOvVaw0-UvdgLBvLyNLk9M8Ycviq
Hry among states with highest accident death rates last year,https://timesofindia.indiatimes.com/city/gurgaon/haryana-among-indian-states-with-highest-accidental-death-rates-in-2022/articleshow/105796624.cms&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIBxAC&usg=AOvVaw3ZmZFkKD_GfUB8aXxSnWdP
Bihar records most road accident deaths near religious places: NCRB,https://www.business-standard.com/india-news/bihar-records-most-road-accident-deaths-near-religious-places-ncrb-123120600427_1.html&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQICBAC&usg=AOvVaw2xw3q3AlaxLqct5OaMUXXf
"Techie, interior designer killed in road accidents",https://www.deccanherald.com/india/karnataka/bengaluru/techie-interior-designer-killed-in-road-accidents-2800307&ved=2ahUKEwi-5JysqdaGAxWhSmwGHfTZCZQ4tAEQxfQBegQIAhAC&usg=AOvVaw2rogpqVcgsKwaiLIlXk2bj
Govt planning free cashless treatment for road accident victims across the country,https://m.economictimes.com/news/india/govt-planning-free-cashless-treatment-for-road-accident-victims-across-the-country/articleshow/105749389.cms&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIAhAC&usg=AOvVaw0WLnwV8Us1bm6AD0ziTahb
Which city recorded the highest number of road accidents in India?,https://www.firstpost.com/explainers/which-city-recorded-the-highest-number-of-road-accidents-in-india-13468362.html&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQICRAC&usg=AOvVaw17-aLo8Z38n-IqEgeNBA5V
Cashless treatment for all accident victims across India: MoRTH shares details on upcoming plan,https://timesofindia.indiatimes.com/auto/news/cashless-treatment-for-all-accident-victims-across-india-morth-shares-details-on-upcoming-plan/articleshow/105731600.cms&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIBhAC&usg=AOvVaw3WyWOIcWPR7Znqd742ielI
"Many Lives Cut Short, By Accident Or Design",https://timesofindia.indiatimes.com/city/delhi/rise-in-road-accidents-in-delhi-a-growing-public-health-hazard/articleshow/105739998.cms&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIARAC&usg=AOvVaw2WBqEDd0f9vDN8fArGYDYQ
Govt to roll out ‘free and cashless medical’ facility for road accident victims in 3-4 months | Today News,https://www.livemint.com/news/india/govt-to-roll-out-free-and-cashless-medical-facility-for-road-accident-victims-in-3-4-months-11701703524007.html&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIBBAC&usg=AOvVaw3wteSH__CJEZ7iTB-AyXb5
"Now, highway engineers must visit fatal accident site within 48 hours of incident",https://timesofindia.indiatimes.com/india/now-highway-engineers-must-visit-fatal-accident-site-within-48-hours-of-incident/articleshow/105734968.cms&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIBRAC&usg=AOvVaw396emuH9VP60CUuRNnWO45
Delhi Recorded Highest Number Of Road Accident Deaths In 2022: Report,https://www.ndtv.com/india-news/delhi-recorded-highest-number-of-road-accident-deaths-in-2022-report-4633509&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIABAC&usg=AOvVaw2sUJe2CakCF4N90TaHf47I
"Six killed, six injured in road accident in Himachal Pradesh",https://www.hindustantimes.com/india-news/six-killed-six-injured-in-road-accident-in-himachal-pradesh-101701690032015.html&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIAxAC&usg=AOvVaw0mlrhDMR3F5UGOIiUOAaAl
Cashless medical treatment for road accident victims in 3-4 months: Road Secretary,https://m.economictimes.com/news/economy/infrastructure/cashless-medical-treatment-for-road-accident-victims-in-3-4-months-road-secretary/articleshow/105725884.cms&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQICBAC&usg=AOvVaw1ckGrvpPJ4pQti3LkHVZY0
Centre launches nationwide cashless medical treatment for accident victims,https://www.businesstoday.in/industry/pharma/story/centre-launches-nationwide-cashless-medical-treatment-for-accident-victims-408137-2023-12-04&ved=2ahUKEwjU5tOsqdaGAxUia2wGHTp5Ak44vgEQxfQBegQIBxAC&usg=AOvVaw1JCwrG1iIdI1zKPu7743t6
"UP sees 6.5% rise in road accidents, 4% in fatalities this yr, says govt data",https://indianexpress.com/article/india/up-road-accidents-up-6-5-this-yr-fatalities-rise-4-9051922/&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIARAC&usg=AOvVaw2nXI1KDYfQCfcTpCvkqgID
Delhi: Heavy vehicles push up accident graph,https://timesofindia.indiatimes.com/city/delhi/heavy-vehicles-push-up-accident-graph/articleshow/105606837.cms&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQICRAC&usg=AOvVaw2jS17ROl8QqXSUUK5GpX54
"Pune road accident viral video speeding truck loses control, rams vehicles - India Today",https://www.indiatoday.in/cities/pune/video/on-camera-speeding-truck-loses-control-rams-vehicles-in-pune-6-injured-2465640-2023-11-21&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIAxAC&usg=AOvVaw2jcHtoqQpk0bPik8ExjMvH
Kerala takes 3rd position in road accidents,https://english.mathrubhumi.com/news/kerala/kerala-takes-3rd-position-in-road-accidents-1.9088258&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIBxAC&usg=AOvVaw3oZGBcAEwGJGGYitx9C0cX
Why are India's roads so deadly?,https://www.dw.com/en/why-are-indias-roads-so-deadly/a-67454370&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIBBAC&usg=AOvVaw2tTZZG1MOQhl5vEo4rhaTM
Pedestrians most vulnerable to road accident fatalities in Delhi: Data,https://www.business-standard.com/india-news/pedestrians-most-vulnerable-to-road-accident-fatalities-in-delhi-data-123111401252_1.html&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQICBAC&usg=AOvVaw3alyxoKITcK3HTFEu-91Fs
"American on road trip in India, dies in accident on Haridwar-Delhi highway",https://timesofindia.indiatimes.com/city/dehradun/american-on-road-trip-in-india-dies-in-accident/articleshow/105160516.cms&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIAhAC&usg=AOvVaw2e6tTSYvCqOM78BuUofyJ8
"Tamil Nadu Reported Over 64,000 Road Accidents In 2022, But More Than Half The Accidents In Uttar Pradesh Resulted In Deaths",https://www.cardekho.com/india-car-news/tamil-nadu-reported-over-64000-road-accidents-in-2022-but-more-than-half-the-accidents-in-uttar-pradesh-resulted-in-deaths-31684.htm&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIABAC&usg=AOvVaw1Qq6sGhs5dzshN-zNtfz6s
5 Members Of 2 Indian-Origin Families Killed In Australia Road Accident: Report,https://www.ndtv.com/world-news/5-members-of-2-indian-origin-families-killed-in-australia-accident-suv-crash-pub-report-4557013&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIBhAC&usg=AOvVaw3xUUSnOpu3SkitlwLhfryK
Over 40% of road accident victims in 18-35 age group,https://timesofindia.indiatimes.com/city/visakhapatnam/over-40-of-road-accident-victims-in-18-35-age-group/articleshow/104978733.cms&ved=2ahUKEwiBgJutqdaGAxV_SGwGHa5gAVU4yAEQxfQBegQIBRAC&usg=AOvVaw19IpZgvkYlMPA3xpmg9zKz
What types of accidents kill people on India’s roads?,https://www.cartoq.com/what-types-of-accidents-kill-people-on-indias-roads-government-responds/&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIBhAC&usg=AOvVaw27iR-ssD0svXdbc9fhSibq
Mizoram records highest annual rise in road accident deaths in India,https://www.eastmojo.com/mizoram/2023/11/04/mizoram-records-highest-annual-rise-in-road-accident-deaths-in-india/&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQICRAC&usg=AOvVaw3o_iUUPJl_ztJbTm7f-Wnl
"Numberspeak | India Saw 19 Accident Deaths Every Hr in 2022; Over 70% on Straight Roads, in Sunny Weather",https://www.news18.com/india/numberspeak-india-saw-19-accident-deaths-every-hr-in-2022-over-70-on-straight-roads-under-sunny-weather-8647726.html&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIARAC&usg=AOvVaw15NSCgMF5KcvFT2bjNRd6l
"Road accidents, fatalities rose in Karnataka and Bengaluru in 2022: Report",https://indianexpress.com/article/cities/bangalore/road-accidents-fatalities-rose-karnataka-bengaluru-2022-9011662/&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIBBAC&usg=AOvVaw2kiEgtsPpkw74AR6aD354e
Alarming Rise in Road Accidents and Fatalities: India’s Road Safety Crisis,https://currentaffairs.adda247.com/alarming-rise-in-road-accidents-and-fatalities-indias-road-safety-crisis/&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIBxAC&usg=AOvVaw3I2_tgDkmUygWDUy6nGk0l
"Delhi: Young filmmaker bleeds on road after crash, robbed even as help comes late",https://timesofindia.indiatimes.com/city/delhi/delhi-young-filmmaker-bleeds-on-road-after-crash-robbed-even-as-help-comes-late/articleshow/104900487.cms&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIAxAC&usg=AOvVaw0dnHK9d0I0yIUjamooGUrn
7 takeaways from GoI’s report on road accidents,https://indianexpress.com/article/explained/7-takeaways-from-goi-report-on-road-accidents-9010439/&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQICBAC&usg=AOvVaw3e6ilKFF9qjKA_6ONbuIry
Overspeeding Was The Cause of Over 71% Road Deaths In 2022: MoRTH Report,https://www.carandbike.com/news/overspeeding-was-the-cause-of-over-71-road-deaths-in-2022-morth-report-3210040&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIBRAC&usg=AOvVaw2uUeTZ-iCJmfFlJZiR693w
"After Delhi, Bengaluru has 2nd highest road deaths",https://timesofindia.indiatimes.com/city/bengaluru/after-delhi-bluru-has-2nd-highest-road-deaths/articleshow/104872916.cms&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIAhAC&usg=AOvVaw09vZl0huEWD-EmRvVwLyTL
Speeding led to 70% of India road crash deaths,https://www.bbc.com/news/world-asia-india-67282165&ved=2ahUKEwiSm9OtqdaGAxVSSGwGHT1oBDM40gEQxfQBegQIABAC&usg=AOvVaw08EmE2SfuYliGUc7EU1nbt
Assam has highest number of road accidents in Northeast: Report,https://www.sentinelassam.com/topheadlines/assam-has-highest-number-of-road-accidents-in-northeast-report-673509&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQICBAC&usg=AOvVaw1QcaWVOoqZ40aRHKyfaP3T
Delhi records highest road accident deaths among million-plus cities in 2022: Report,https://indianexpress.com/article/cities/delhi/delhi-records-highest-road-accident-deaths-among-million-plus-cities-in-2022-report-9008961/&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQICRAC&usg=AOvVaw2Vphoi0VzKqMcPZJ3y8Tam
"Road safety in crisis: Alarming surge in accidents claimed over 1.68 lakh lives in 2022, says govt – Full report here",https://www.financialexpress.com/business/roadways-road-safety-in-crisis-alarming-surge-in-accidents-claimed-over-1-68-lakh-lives-in-2022-says-govt-full-report-here-3293494/&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIAxAC&usg=AOvVaw3G_FPkS4ovRs1hHB_xXbSw
"At 75,000, record number of bike riders lost lives in 2022",https://timesofindia.indiatimes.com/india/at-75000-record-number-of-bike-riders-lost-lives-in-2022/articleshow/104870997.cms&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIBxAC&usg=AOvVaw1jsDMvMLKNe2WkYTOTrHUQ
Why India’s road accident and fatality numbers are rising again,https://www.indiatoday.in/india-today-insight/story/why-indias-road-accident-and-fatality-numbers-are-rising-again-2456814-2023-11-01&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIBBAC&usg=AOvVaw3GRvC3K39dBG0VD4m5WuqA
Road accident deaths in Vij increase by 46%,https://timesofindia.indiatimes.com/city/vijayawada/road-accident-deaths-in-vij-increase-by-46/articleshow/104873585.cms&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIAhAC&usg=AOvVaw3wloDBLBg3yJEtDy1oTiY6
State 10th in NH accidents in 2022: Data,https://timesofindia.indiatimes.com/city/patna/state-10th-in-nh-accidents-in-2022-data/articleshow/104878567.cms&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIARAC&usg=AOvVaw1H0AlyZkRQg5bPvHfsMyUo
Road accidents claimed 19 lives every hour in India last year: MoRTH,https://www.autocarindia.com/car-news/india-road-accident-data-in-2022-released-by-morth-429732&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIABAC&usg=AOvVaw28hI2UTP63Z21vnrHWJ5Dr
"Delhi again tops in fatalities due to accidents, up 18%",https://timesofindia.indiatimes.com/india/delhi-again-tops-in-fatalities-due-to-accidents-up-18/articleshow/104870849.cms&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIBhAC&usg=AOvVaw0BRXrhO5vDZyq46JeOH-Qw
Over-speeding caused maximum road accident deaths: MoRTH,https://www.newindianexpress.com/nation/2023/Oct/31/over-speeding-caused-maximum-road-accident-deathsmorth-2628769.html&ved=2ahUKEwjivo2uqdaGAxXvZmwGHZkOAT043AEQxfQBegQIBRAC&usg=AOvVaw3RIDFa6WjJ-UEQFEjN76Wg
"Road accidents claimed 19 lives every hour in 2022, govt says 1.68 lakh killed last year",https://www.livemint.com/news/india/road-accidents-claimed-19-lives-in-india-every-hour-in-2022-govt-report-says-1-68-lakh-killed-last-year-11698757295183.html&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIARAC&usg=AOvVaw0igo0-5SuhGbOeSQr3rXjy
19 people died every hour in road accident in India last year,https://m.economictimes.com/news/india/19-people-died-every-hour-in-road-accident-in-india-last-year/articleshow/104856732.cms&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQICRAC&usg=AOvVaw36iXa5MvBTMMPhw-lTNdy9
"Road accidents rise in India, over 1.68 lakh people died in mishaps in 2022. Overspeeding remains biggest killer",https://auto.hindustantimes.com/auto/news/road-accidents-in-2022-rises-in-india-over-1-68-lakh-people-died-in-mishaps-overspeeding-remains-biggest-killer-41698744261470.html&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIABAC&usg=AOvVaw1tVL9oKOQlVuli3F-HmllO
Road accident fatalities hit all-time high last year in India: Govt data,https://www.business-standard.com/india-news/road-accident-fatalities-highest-in-nearly-two-decades-shows-data-123103101249_1.html&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIBxAC&usg=AOvVaw1PGWs-nnzGSzw5_7VPAy55
12 Indian nationals injured in a road accident near Kathmandu,https://timesofindia.indiatimes.com/india/12-indian-nationals-injured-in-a-road-accident-near-kathmandu/articleshow/104672973.cms&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIAhAC&usg=AOvVaw3jn75rUpchLJ3-wxin9C0o
Indian-origin man dies in US road accident,https://telanganatoday.com/indian-origin-man-dies-in-us-road-accident&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIBRAC&usg=AOvVaw1nyEPjepIlDRWr0-IZuLNn
Record 1.68 lakh road accident deaths in 2022; 1 every 3 minute,https://timesofindia.indiatimes.com/india/record-1-68-lakh-road-accident-deaths-in-2022-1-every-3-minute/articleshow/104384010.cms&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQICBAC&usg=AOvVaw33ZRZ3tyxyw1wGw1eyIke0
Record 1.68 lakh road accident deaths in 2022; 1 every 3 minutes,https://timesofindia.indiatimes.com/india/record-1-68-lakh-road-accident-deaths-in-2022-1-every-3-min/articleshow/104381114.cms&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIBBAC&usg=AOvVaw2GnJecnLYsq3QFas3tTgry
Young adults constitute the largest chunk of road accidents: AIIMS study,https://www.business-standard.com/india-news/young-adults-constitute-the-largest-chunk-of-road-accidents-aiims-study-123091900184_1.html&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIBhAC&usg=AOvVaw0iINsAscUJOY7Hbgqzy4kj
What US University Said About Indian Student Killed In Road Accident,https://www.ndtv.com/indians-abroad/jaahnavi-kandula-northeastern-university-remembers-indian-accidentally-killed-by-us-cop-bubbly-laugh-4391837&ved=2ahUKEwj46cauqdaGAxUGSWwGHdIXAlk45gEQxfQBegQIAxAC&usg=AOvVaw2aiotFP8Lp_hENp6LzGPJV
What US University Said About Indian Student Killed In Road Accident,https://www.ndtv.com/indians-abroad/jaahnavi-kandula-northeastern-university-remembers-indian-accidentally-killed-by-us-cop-bubbly-laugh-4391837&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIAhAC&usg=AOvVaw0258bZN4RZyiD7kw5bSJ1G
Road accidents: A pandemic that needs greater attention,https://indianexpress.com/article/opinion/columns/india-road-accidents-8940143/&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQICRAC&usg=AOvVaw3pBETC9z01oBLdPajxDyp3
"US cop makes joke about death of Indian girl, probe launched",https://www.livemint.com/news/world/us-cop-makes-joke-about-death-of-indian-girl-in-road-accident-probe-launched-11694592243425.html&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIBhAC&usg=AOvVaw0GD9irJBkr8acQzGebJ6yh
Odisha: Accident deaths down 6% in 2nd quarter this year,https://timesofindia.indiatimes.com/city/bhubaneswar/accident-deaths-down-6-in-2nd-quarter-this-year/articleshow/103041911.cms&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIARAC&usg=AOvVaw04tbjIstA8blXMeXYPdCTH
23-yr-old medico from Andhra Pradesh dies in road accident in Philippines,https://timesofindia.indiatimes.com/city/vijayawada/23-yr-old-medico-from-andhra-pradesh-dies-in-road-accident-in-philippines/articleshow/103004118.cms&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIBRAC&usg=AOvVaw1RJ5Ds-VxR0AlyeULhY_f_
Bharat NCAP: India's own car assessment programme; to commence from oct,https://www.business-standard.com/companies/news/bharat-ncap-india-s-own-car-assessment-programme-to-commence-from-oct-123082300646_1.html&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIAxAC&usg=AOvVaw2KOE_aditjHEuchmmDAsPC
India's own road accident safety assessment system: What is Bharat NCAP?,https://www.business-standard.com/industry/auto/india-s-own-road-accident-safety-assessment-system-what-is-bharat-ncap-123082200344_1.html&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIBxAC&usg=AOvVaw26L2hOquD9wCuUVEoQThy9
7 of Sikar family killed in road accident near Banthari,https://timesofindia.indiatimes.com/city/jaipur/7-of-sikar-family-killed-in-road-accident-near-banthari/articleshow/102689873.cms&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIABAC&usg=AOvVaw04FCTtxVYesGvQengVr_ws
"5 killed, 3 injured after car crashes into parked truck in Karnataka",https://www.indiatoday.in/india/story/5-killed-3-injured-after-car-crashed-into-parked-truck-in-karnataka-2420373-2023-08-13&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQICBAC&usg=AOvVaw3U_17cNxd7RzWyEFijdAz3
Fasten your seat belts: Uptick in road accident deaths has Chhattisgarh officials worried,https://indianexpress.com/article/india/uptick-in-road-accident-deaths-has-chhattisgarh-officials-worried-8889702/&ved=2ahUKEwiB9ISvqdaGAxVIXmwGHeprDnQ48AEQxfQBegQIBBAC&usg=AOvVaw3d1o7XBVeNJRyil3hAYA2B
International Road Federation calls for reducing GST on helmets from 18% to nil,news.google.com/articles/CBMipQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvdHJhbnNwb3J0YXRpb24vcm9hZHdheXMvaW50ZXJuYXRpb25hbC1yb2FkLWZlZGVyYXRpb24tY2FsbHMtZm9yLXJlZHVjaW5nLWdzdC1vbi1oZWxtZXRzLWZyb20tMTgtdG8tbmlsL2FydGljbGVzaG93LzExMDk0MzA2NC5jbXPSAakBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL2luZHVzdHJ5L3RyYW5zcG9ydGF0aW9uL3JvYWR3YXlzL2ludGVybmF0aW9uYWwtcm9hZC1mZWRlcmF0aW9uLWNhbGxzLWZvci1yZWR1Y2luZy1nc3Qtb24taGVsbWV0cy1mcm9tLTE4LXRvLW5pbC9hbXBfYXJ0aWNsZXNob3cvMTEwOTQzMDY0LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
This man is on a crusade to improve India’s road safety,news.google.com/articles/CBMiS2h0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDI0LzA1L3JvYWQtdHJhZmZpYy1zYWZldHktcHJvZ3JhbW1lLWluZGlhL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Three killed, 14 injured in road accident in Uttarakhand's Uttarkashi",news.google.com/articles/CBMiygFodHRwczovL3d3dy5pbmRpYXR2bmV3cy5jb20vbmV3cy9pbmRpYS91dHRhcmFraGFuZC1tYW55LWtpbGxlZC1zZXZlcmFsLWluanVyZWQtaW4tcm9hZC1hY2NpZGVudC1pbi11dHRhcmthc2hpLWdhbmdhbmFuaS1nYW5nb3RyaS1kaGFtLXNkcmYtbmRyZi1kaXNhc3Rlci1yZXNwb25zZS10ZWFtcy1yZXNjdWUtb3BlcmF0aW9uLTIwMjQtMDYtMTItOTM2NDY50gHOAWh0dHBzOi8vd3d3LmluZGlhdHZuZXdzLmNvbS9hbXAvbmV3cy9pbmRpYS91dHRhcmFraGFuZC1tYW55LWtpbGxlZC1zZXZlcmFsLWluanVyZWQtaW4tcm9hZC1hY2NpZGVudC1pbi11dHRhcmthc2hpLWdhbmdhbmFuaS1nYW5nb3RyaS1kaGFtLXNkcmYtbmRyZi1kaXNhc3Rlci1yZXNwb25zZS10ZWFtcy1yZXNjdWUtb3BlcmF0aW9uLTIwMjQtMDYtMTItOTM2NDY5?hl=en-IN&gl=IN&ceid=IN%3Aen
Int'l Road Federation wants no GST on helmets to make them affordable,news.google.com/articles/CBMijgFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZWNvbm9teS9uZXdzL2ludGVybmF0aW9uYWwtcm9hZC1mZWRlcmF0aW9uLXdhbnRzLW5vLWdzdC1vbi1oZWxtZXRzLXRvLW1ha2UtaXQtYWZmb3JkYWJsZS0xMjQwNjEyMDA0MzNfMS5odG1s0gGSAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvZWNvbm9teS9uZXdzL2ludGVybmF0aW9uYWwtcm9hZC1mZWRlcmF0aW9uLXdhbnRzLW5vLWdzdC1vbi1oZWxtZXRzLXRvLW1ha2UtaXQtYWZmb3JkYWJsZS0xMjQwNjEyMDA0MzNfMS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
Four-year-old killed in road accident near Manali,news.google.com/articles/CBMifGh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2NpdHkvY2hlbm5haS9mb3VyLXllYXItb2xkLWtpbGxlZC1pbi1yb2FkLWFjY2lkZW50LW5lYXItbWFuYWxpL2FydGljbGVzaG93LzExMDgyODA1MC5jbXPSAYABaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vY2l0eS9jaGVubmFpL2ZvdXIteWVhci1vbGQta2lsbGVkLWluLXJvYWQtYWNjaWRlbnQtbmVhci1tYW5hbGkvYW1wX2FydGljbGVzaG93LzExMDgyODA1MC5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
